job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name
AI02910,Research Scientist,80075,USD,Mid,Part Time,sweden,Mid,sweden,100,PhD,2,Finance,2025-03-28,2025-05-11,9.2,Future Systems
AI02911,Autonomous Systems Engineer,61494,USD,Entry,Contract,austria,Large,austria,0,Master,1,Finance,2024-06-21,2024-08-19,8.0,TechCorp Inc
AI02912,Machine Learning Researcher,84355,USD,Mid,Full Time,india,Large,finland,100,Bachelor,2,Energy,2024-05-24,2024-06-21,5.9,DataVision Ltd
AI02913,Deep Learning Engineer,70061,USD,Senior,Full Time,china,Small,finland,100,Associate,8,Automotive,2025-04-12,2025-06-02,5.4,Advanced Robotics
AI02914,AI Software Engineer,110838,USD,Senior,Freelance,china,Large,china,0,PhD,8,Education,2024-04-05,2024-06-02,5.7,Algorithmic Solutions
AI02915,Head of AI,102825,USD,Executive,Contract,india,Mid,india,100,Associate,15,Telecommunications,2025-03-29,2025-05-03,7.5,DataVision Ltd
AI02916,Computer Vision Engineer,38468,USD,Entry,Contract,india,Small,france,0,Associate,0,Education,2024-09-16,2024-11-22,9.1,TechCorp Inc
AI02917,Autonomous Systems Engineer,214153,USD,Senior,Full Time,norway,Large,norway,50,Bachelor,9,Manufacturing,2025-04-21,2025-06-27,8.3,Neural Networks Co
AI02918,Machine Learning Engineer,182354,GBP,Senior,Contract,united kingdom,Large,united kingdom,0,Master,7,Retail,2024-01-21,2024-02-12,6.5,DeepTech Ventures
AI02919,Data Analyst,85465,EUR,Mid,Full Time,netherlands,Mid,india,100,Associate,4,Consulting,2024-04-30,2024-05-18,6.4,Future Systems
AI02920,Machine Learning Engineer,203914,EUR,Executive,Part Time,netherlands,Large,japan,100,Master,18,Automotive,2024-05-12,2024-06-23,7.8,Digital Transformation LLC
AI02921,NLP Engineer,121360,EUR,Senior,Full Time,netherlands,Mid,netherlands,100,Master,8,Energy,2025-03-21,2025-04-11,9.1,Algorithmic Solutions
AI02922,Autonomous Systems Engineer,75375,USD,Entry,Contract,canada,Large,canada,50,Master,1,Government,2025-03-03,2025-04-09,7.0,TechCorp Inc
AI02923,AI Research Scientist,43159,USD,Entry,Freelance,japan,Mid,japan,50,Bachelor,0,Government,2024-09-24,2024-11-25,9.8,Cloud AI Solutions
AI02924,AI Architect,120290,USD,Senior,Full Time,united states,Mid,united states,50,Master,9,Media,2024-12-29,2025-03-06,5.7,DeepTech Ventures
AI02925,Machine Learning Engineer,103713,USD,Senior,Freelance,sweden,Small,sweden,0,PhD,9,Energy,2024-05-06,2024-07-04,5.9,DataVision Ltd
AI02926,ML Ops Engineer,130342,USD,Mid,Contract,denmark,Large,denmark,100,Bachelor,4,Real Estate,2024-04-09,2024-05-18,6.5,DeepTech Ventures
AI02927,AI Software Engineer,71087,USD,Mid,Full Time,singapore,Small,australia,50,Associate,4,Automotive,2024-03-15,2024-05-19,9.6,DeepTech Ventures
AI02928,AI Specialist,109026,USD,Mid,Full Time,canada,Large,canada,100,Bachelor,3,Gaming,2024-02-02,2024-03-28,9.8,Future Systems
AI02929,AI Specialist,79723,USD,Senior,Full Time,china,Mid,china,0,Bachelor,7,Consulting,2024-11-26,2024-12-22,5.9,AI Innovations
AI02930,AI Architect,119144,USD,Senior,Part Time,sweden,Small,sweden,100,Master,8,Consulting,2025-01-20,2025-02-13,6.9,Advanced Robotics
AI02931,Computer Vision Engineer,76633,EUR,Mid,Full Time,germany,Small,germany,100,PhD,4,Finance,2024-02-25,2024-04-08,5.1,Advanced Robotics
AI02932,NLP Engineer,61907,USD,Entry,Freelance,canada,Small,japan,0,Associate,1,Gaming,2025-02-17,2025-04-16,7.9,TechCorp Inc
AI02933,AI Architect,101287,USD,Entry,Freelance,switzerland,Mid,switzerland,50,Master,0,Retail,2025-01-04,2025-03-03,6.2,Machine Intelligence Group
AI02934,AI Software Engineer,93331,USD,Entry,Contract,denmark,Large,denmark,50,Associate,1,Gaming,2025-01-30,2025-02-16,7.4,Cognitive Computing
AI02935,Principal Data Scientist,39700,USD,Entry,Part Time,china,Small,china,100,Master,0,Government,2024-07-08,2024-09-01,8.3,Quantum Computing Inc
AI02936,NLP Engineer,148137,USD,Executive,Freelance,austria,Large,austria,0,PhD,12,Automotive,2024-05-04,2024-05-19,5.1,TechCorp Inc
AI02937,AI Architect,77542,USD,Mid,Full Time,finland,Mid,finland,50,Bachelor,3,Transportation,2024-06-18,2024-07-21,9.2,Algorithmic Solutions
AI02938,AI Consultant,79063,EUR,Mid,Freelance,netherlands,Mid,netherlands,0,Associate,2,Retail,2025-01-18,2025-03-23,5.1,Cloud AI Solutions
AI02939,Machine Learning Engineer,76789,USD,Entry,Freelance,norway,Small,norway,100,Master,0,Education,2024-06-30,2024-08-08,6.6,Cloud AI Solutions
AI02940,NLP Engineer,216633,USD,Executive,Full Time,denmark,Small,norway,50,PhD,13,Gaming,2024-12-05,2025-01-09,5.7,DataVision Ltd
AI02941,AI Architect,90232,USD,Senior,Freelance,canada,Small,finland,50,PhD,5,Energy,2024-12-28,2025-03-09,6.5,Digital Transformation LLC
AI02942,NLP Engineer,65223,USD,Mid,Freelance,israel,Large,austria,50,Bachelor,3,Energy,2024-10-05,2024-11-16,8.1,AI Innovations
AI02943,Research Scientist,170924,EUR,Executive,Contract,germany,Small,france,0,Associate,11,Technology,2024-07-30,2024-08-28,6.9,TechCorp Inc
AI02944,ML Ops Engineer,103018,USD,Executive,Contract,south korea,Small,south korea,100,Bachelor,15,Telecommunications,2024-07-01,2024-07-19,6.2,DataVision Ltd
AI02945,AI Architect,62451,USD,Mid,Part Time,israel,Small,israel,0,PhD,3,Healthcare,2024-12-10,2025-01-24,8.3,DataVision Ltd
AI02946,NLP Engineer,50574,USD,Mid,Full Time,japan,Small,japan,0,PhD,2,Consulting,2024-07-27,2024-08-26,6.9,Autonomous Tech
AI02947,Data Analyst,150858,USD,Senior,Full Time,denmark,Small,ireland,100,Master,7,Finance,2024-12-12,2025-01-18,6.2,Algorithmic Solutions
AI02948,AI Specialist,176227,USD,Executive,Contract,finland,Large,finland,50,Bachelor,11,Finance,2024-08-05,2024-09-20,5.8,TechCorp Inc
AI02949,AI Architect,212033,EUR,Executive,Freelance,germany,Small,germany,50,Master,18,Finance,2024-03-12,2024-04-04,7.2,Predictive Systems
AI02950,AI Research Scientist,92951,EUR,Mid,Part Time,france,Small,france,100,Bachelor,4,Technology,2025-01-08,2025-03-19,5.9,DataVision Ltd
AI02951,Robotics Engineer,89266,USD,Entry,Part Time,united states,Mid,united states,50,PhD,0,Education,2024-03-23,2024-04-29,8.1,DataVision Ltd
AI02952,ML Ops Engineer,320213,USD,Executive,Freelance,denmark,Mid,denmark,50,PhD,14,Education,2024-07-01,2024-08-21,9.7,TechCorp Inc
AI02953,Research Scientist,111322,USD,Senior,Contract,india,Large,india,0,Associate,8,Transportation,2025-02-02,2025-03-27,5.7,Cognitive Computing
AI02954,Computer Vision Engineer,115904,USD,Mid,Freelance,denmark,Mid,denmark,0,Master,3,Telecommunications,2024-05-29,2024-06-12,9.6,Algorithmic Solutions
AI02955,Head of AI,182135,USD,Senior,Contract,denmark,Mid,denmark,0,Associate,5,Telecommunications,2025-01-21,2025-03-08,5.3,Smart Analytics
AI02956,Deep Learning Engineer,175747,USD,Executive,Full Time,austria,Mid,austria,100,PhD,14,Government,2024-06-01,2024-06-15,7.4,Cognitive Computing
AI02957,AI Consultant,62629,USD,Mid,Freelance,india,Mid,india,50,Associate,4,Real Estate,2024-03-19,2024-04-26,8.8,Cloud AI Solutions
AI02958,Autonomous Systems Engineer,47110,USD,Mid,Contract,china,Small,israel,100,PhD,3,Education,2024-10-04,2024-11-18,6.9,Future Systems
AI02959,Autonomous Systems Engineer,104626,GBP,Senior,Freelance,united kingdom,Small,united kingdom,0,PhD,5,Automotive,2024-02-12,2024-04-18,9.2,Future Systems
AI02960,Autonomous Systems Engineer,175899,USD,Mid,Full Time,switzerland,Large,switzerland,100,Bachelor,2,Manufacturing,2025-02-20,2025-03-06,5.2,Cognitive Computing
AI02961,Machine Learning Engineer,52452,USD,Entry,Part Time,south korea,Mid,south korea,50,Associate,1,Consulting,2024-04-13,2024-05-30,7.2,Future Systems
AI02962,Data Analyst,126620,EUR,Senior,Freelance,germany,Large,united states,100,Master,5,Healthcare,2024-08-11,2024-09-17,8.3,Neural Networks Co
AI02963,ML Ops Engineer,79571,USD,Entry,Part Time,sweden,Mid,sweden,50,PhD,1,Finance,2024-10-19,2024-12-29,8.1,Future Systems
AI02964,AI Research Scientist,145966,USD,Executive,Part Time,china,Small,china,0,Master,15,Media,2024-11-17,2025-01-21,9.8,DataVision Ltd
AI02965,Deep Learning Engineer,65110,USD,Mid,Full Time,ireland,Small,ireland,100,PhD,3,Manufacturing,2024-06-14,2024-07-09,6.0,Digital Transformation LLC
AI02966,Data Engineer,59701,USD,Mid,Part Time,india,Large,india,0,PhD,3,Government,2025-03-15,2025-03-30,10.0,Autonomous Tech
AI02967,Head of AI,78311,USD,Mid,Part Time,singapore,Mid,singapore,50,Associate,4,Government,2024-01-06,2024-01-24,9.5,DataVision Ltd
AI02968,Data Scientist,100824,USD,Senior,Full Time,austria,Large,denmark,50,PhD,8,Transportation,2024-02-24,2024-04-27,9.6,DeepTech Ventures
AI02969,Machine Learning Researcher,146798,USD,Senior,Part Time,singapore,Mid,singapore,100,Bachelor,5,Manufacturing,2025-04-26,2025-06-26,9.7,DeepTech Ventures
AI02970,Autonomous Systems Engineer,224547,USD,Executive,Full Time,united states,Large,united states,50,Master,12,Energy,2025-02-06,2025-03-02,5.6,DataVision Ltd
AI02971,Data Analyst,72958,USD,Senior,Freelance,israel,Mid,israel,100,Bachelor,5,Media,2025-01-22,2025-02-20,7.3,Advanced Robotics
AI02972,Machine Learning Researcher,128928,USD,Senior,Part Time,canada,Large,ireland,100,Bachelor,6,Telecommunications,2024-09-12,2024-11-22,8.5,Smart Analytics
AI02973,AI Consultant,119144,EUR,Senior,Full Time,netherlands,Mid,netherlands,100,Associate,8,Transportation,2025-01-13,2025-03-20,6.1,DeepTech Ventures
AI02974,AI Specialist,198960,USD,Executive,Full Time,china,Large,china,0,PhD,14,Telecommunications,2024-06-09,2024-08-07,8.2,Algorithmic Solutions
AI02975,ML Ops Engineer,100761,USD,Senior,Freelance,singapore,Small,singapore,0,Master,5,Retail,2024-04-01,2024-05-13,7.7,Advanced Robotics
AI02976,Head of AI,154069,USD,Executive,Part Time,israel,Large,israel,50,PhD,11,Healthcare,2024-09-08,2024-10-25,9.0,Future Systems
AI02977,Data Analyst,121287,USD,Executive,Contract,south korea,Large,south korea,50,Bachelor,10,Telecommunications,2024-02-14,2024-03-21,6.2,Cognitive Computing
AI02978,Computer Vision Engineer,35766,USD,Entry,Contract,japan,Small,japan,100,Bachelor,1,Education,2025-01-21,2025-02-25,9.9,AI Innovations
AI02979,Principal Data Scientist,166614,USD,Mid,Freelance,switzerland,Large,switzerland,0,PhD,3,Transportation,2024-06-05,2024-07-17,7.7,DataVision Ltd
AI02980,ML Ops Engineer,235830,USD,Executive,Part Time,australia,Large,australia,50,PhD,12,Real Estate,2024-01-13,2024-03-18,6.5,Algorithmic Solutions
AI02981,Machine Learning Researcher,73192,USD,Senior,Full Time,ireland,Small,germany,100,Bachelor,5,Finance,2025-01-21,2025-02-13,6.2,Neural Networks Co
AI02982,Deep Learning Engineer,75635,USD,Entry,Contract,denmark,Mid,denmark,50,PhD,1,Technology,2025-01-08,2025-02-09,7.5,Autonomous Tech
AI02983,Principal Data Scientist,123126,EUR,Mid,Freelance,germany,Large,germany,100,Master,3,Real Estate,2024-04-22,2024-05-19,7.6,DeepTech Ventures
AI02984,AI Consultant,61270,USD,Mid,Freelance,south korea,Mid,south korea,100,Master,2,Real Estate,2024-07-23,2024-08-10,6.3,Digital Transformation LLC
AI02985,NLP Engineer,80971,USD,Entry,Freelance,sweden,Large,sweden,100,Bachelor,1,Manufacturing,2024-04-04,2024-04-27,8.9,DataVision Ltd
AI02986,Research Scientist,232113,EUR,Executive,Full Time,germany,Large,germany,100,Associate,15,Telecommunications,2025-04-16,2025-06-05,5.6,DataVision Ltd
AI02987,AI Product Manager,73889,USD,Entry,Freelance,singapore,Mid,united kingdom,100,Associate,0,Technology,2025-03-24,2025-04-27,9.9,DeepTech Ventures
AI02988,AI Research Scientist,154321,USD,Executive,Full Time,australia,Mid,australia,50,Bachelor,18,Healthcare,2024-09-30,2024-11-06,9.6,Machine Intelligence Group
AI02989,AI Architect,61891,USD,Entry,Part Time,ireland,Large,norway,50,Bachelor,1,Manufacturing,2025-03-08,2025-03-23,8.7,Smart Analytics
AI02990,Data Scientist,301956,USD,Executive,Part Time,denmark,Mid,denmark,100,PhD,15,Technology,2024-09-17,2024-10-16,8.7,Algorithmic Solutions
AI02991,Computer Vision Engineer,130728,USD,Executive,Freelance,china,Mid,australia,100,Master,15,Healthcare,2024-12-12,2025-01-13,6.7,Smart Analytics
AI02992,Machine Learning Engineer,103139,USD,Mid,Contract,norway,Mid,norway,50,Associate,3,Retail,2024-02-19,2024-03-21,5.5,Autonomous Tech
AI02993,AI Specialist,109052,USD,Mid,Contract,switzerland,Mid,singapore,0,Associate,2,Retail,2024-10-01,2024-10-26,7.6,DataVision Ltd
AI02994,Data Scientist,186821,USD,Executive,Part Time,canada,Mid,canada,100,Associate,19,Healthcare,2024-09-28,2024-10-22,7.3,Advanced Robotics
AI02995,Machine Learning Engineer,113845,USD,Senior,Full Time,china,Large,china,100,PhD,9,Automotive,2025-01-08,2025-01-31,6.1,Predictive Systems
AI02996,AI Architect,186227,EUR,Executive,Contract,netherlands,Mid,netherlands,0,Associate,19,Energy,2025-04-25,2025-05-31,8.5,Digital Transformation LLC
AI02997,Computer Vision Engineer,77736,USD,Entry,Contract,sweden,Mid,sweden,50,Master,0,Finance,2024-07-13,2024-08-08,9.1,Algorithmic Solutions
AI02998,AI Product Manager,53024,USD,Mid,Full Time,ireland,Mid,ireland,50,PhD,3,Telecommunications,2024-12-29,2025-02-05,8.0,Advanced Robotics
AI02999,Machine Learning Researcher,54628,USD,Mid,Full Time,finland,Small,finland,0,Bachelor,3,Real Estate,2024-04-15,2024-05-26,7.7,Advanced Robotics
AI03000,Data Analyst,75039,EUR,Mid,Contract,netherlands,Small,netherlands,50,PhD,3,Automotive,2024-11-08,2024-11-24,9.1,Predictive Systems
AI03001,AI Research Scientist,290656,USD,Executive,Contract,switzerland,Mid,switzerland,100,Master,14,Transportation,2024-12-01,2025-01-14,7.0,Autonomous Tech
AI03002,ML Ops Engineer,65012,EUR,Entry,Freelance,netherlands,Small,netherlands,50,Associate,1,Healthcare,2025-01-03,2025-03-12,9.2,Neural Networks Co
AI03003,Principal Data Scientist,43923,USD,Entry,Full Time,south korea,Large,south korea,0,Bachelor,1,Manufacturing,2024-03-03,2024-03-21,9.4,Predictive Systems
AI03004,AI Specialist,84035,EUR,Mid,Full Time,germany,Large,germany,50,PhD,2,Real Estate,2024-09-28,2024-11-18,7.7,DataVision Ltd
AI03005,Data Engineer,177470,USD,Mid,Freelance,switzerland,Large,switzerland,0,PhD,3,Automotive,2024-04-02,2024-05-14,9.3,TechCorp Inc
AI03006,Data Analyst,97576,USD,Senior,Contract,sweden,Small,sweden,0,PhD,6,Education,2024-03-19,2024-04-10,5.1,Future Systems
AI03007,Autonomous Systems Engineer,108820,USD,Senior,Contract,finland,Large,finland,50,Associate,8,Retail,2024-11-13,2024-12-20,6.3,Machine Intelligence Group
AI03008,Research Scientist,186666,USD,Senior,Contract,switzerland,Mid,switzerland,50,Bachelor,9,Manufacturing,2024-12-26,2025-01-23,6.0,TechCorp Inc
AI03009,Data Analyst,262655,USD,Executive,Contract,switzerland,Large,switzerland,100,Master,16,Transportation,2024-12-01,2025-01-16,9.1,Digital Transformation LLC
AI03010,Research Scientist,138168,EUR,Senior,Part Time,netherlands,Mid,netherlands,0,Associate,9,Real Estate,2025-01-08,2025-02-03,6.3,AI Innovations
AI03011,ML Ops Engineer,43907,USD,Entry,Full Time,austria,Large,austria,0,PhD,0,Real Estate,2024-05-17,2024-07-26,9.6,Autonomous Tech
AI03012,AI Consultant,99107,EUR,Mid,Full Time,germany,Mid,ireland,50,PhD,3,Automotive,2024-12-22,2025-01-13,9.4,Autonomous Tech
AI03013,Research Scientist,120160,USD,Executive,Contract,austria,Large,austria,100,Master,19,Retail,2025-02-19,2025-03-31,9.0,TechCorp Inc
AI03014,Head of AI,103670,USD,Senior,Contract,sweden,Small,sweden,0,Bachelor,5,Energy,2024-08-03,2024-09-10,7.7,Digital Transformation LLC
AI03015,Data Scientist,101195,EUR,Mid,Part Time,germany,Large,germany,50,Associate,3,Finance,2025-01-26,2025-03-26,6.4,Neural Networks Co
AI03016,Machine Learning Engineer,94696,GBP,Mid,Contract,united kingdom,Small,united kingdom,0,PhD,4,Manufacturing,2024-03-19,2024-05-14,8.7,Quantum Computing Inc
AI03017,Research Scientist,84329,USD,Mid,Freelance,japan,Large,france,0,PhD,2,Retail,2024-02-01,2024-02-23,9.9,Digital Transformation LLC
AI03018,AI Architect,84245,EUR,Entry,Full Time,france,Large,france,50,Bachelor,1,Gaming,2024-11-11,2024-12-24,7.1,Algorithmic Solutions
AI03019,Autonomous Systems Engineer,99625,USD,Senior,Freelance,japan,Mid,japan,0,Bachelor,9,Technology,2024-11-08,2024-12-06,9.3,Predictive Systems
AI03020,Head of AI,145754,USD,Mid,Freelance,switzerland,Large,switzerland,0,PhD,2,Technology,2024-03-12,2024-04-08,5.2,Autonomous Tech
AI03021,Autonomous Systems Engineer,254813,USD,Executive,Contract,sweden,Mid,sweden,0,Master,14,Consulting,2024-07-15,2024-09-13,6.8,Quantum Computing Inc
AI03022,AI Software Engineer,68445,USD,Mid,Contract,austria,Mid,austria,100,Bachelor,2,Retail,2024-03-07,2024-04-29,8.6,Smart Analytics
AI03023,AI Specialist,140958,USD,Senior,Freelance,switzerland,Small,switzerland,0,PhD,9,Manufacturing,2024-07-31,2024-10-09,9.7,DeepTech Ventures
AI03024,Principal Data Scientist,80728,EUR,Mid,Freelance,netherlands,Small,netherlands,0,PhD,3,Consulting,2024-04-22,2024-06-11,6.3,Autonomous Tech
AI03025,AI Architect,192167,USD,Executive,Full Time,australia,Small,australia,50,Bachelor,14,Transportation,2025-04-05,2025-05-10,8.0,Autonomous Tech
AI03026,Computer Vision Engineer,69497,USD,Entry,Contract,switzerland,Small,switzerland,100,PhD,0,Real Estate,2024-01-09,2024-02-21,9.5,Machine Intelligence Group
AI03027,Data Analyst,89648,EUR,Mid,Full Time,france,Small,france,0,Associate,3,Automotive,2024-02-02,2024-03-18,8.6,Autonomous Tech
AI03028,AI Consultant,43408,USD,Entry,Contract,south korea,Large,south korea,0,PhD,1,Energy,2024-12-11,2025-01-13,7.6,Cognitive Computing
AI03029,AI Product Manager,287053,EUR,Executive,Contract,germany,Large,germany,50,PhD,18,Automotive,2024-05-26,2024-06-24,5.8,Autonomous Tech
AI03030,AI Research Scientist,95467,USD,Mid,Contract,united states,Small,united states,0,PhD,3,Technology,2024-01-02,2024-01-25,8.2,Digital Transformation LLC
AI03031,Data Analyst,78623,USD,Entry,Freelance,sweden,Mid,sweden,100,Master,0,Technology,2024-02-03,2024-04-01,8.7,DataVision Ltd
AI03032,Machine Learning Researcher,84704,GBP,Entry,Freelance,united kingdom,Mid,united kingdom,100,Associate,0,Education,2025-04-15,2025-05-19,5.8,Advanced Robotics
AI03033,Deep Learning Engineer,40108,USD,Entry,Part Time,china,Small,china,0,Master,1,Energy,2025-03-20,2025-04-25,6.6,Neural Networks Co
AI03034,Autonomous Systems Engineer,136804,GBP,Senior,Freelance,united kingdom,Small,france,0,Master,5,Transportation,2025-02-15,2025-04-12,7.9,Smart Analytics
AI03035,AI Software Engineer,118324,EUR,Senior,Full Time,germany,Large,ireland,0,Bachelor,6,Media,2024-07-16,2024-09-11,8.7,TechCorp Inc
AI03036,AI Product Manager,134228,EUR,Senior,Part Time,germany,Small,germany,50,PhD,6,Gaming,2024-09-23,2024-10-25,6.1,Cognitive Computing
AI03037,Robotics Engineer,144719,USD,Senior,Freelance,united states,Large,united states,100,PhD,9,Manufacturing,2024-12-23,2025-01-11,9.0,DeepTech Ventures
AI03038,AI Product Manager,54123,USD,Entry,Full Time,austria,Mid,austria,0,Master,0,Real Estate,2025-02-05,2025-03-25,7.7,Cloud AI Solutions
AI03039,AI Product Manager,289824,USD,Executive,Contract,norway,Small,united kingdom,100,Master,15,Education,2024-07-21,2024-09-22,5.7,Future Systems
AI03040,Computer Vision Engineer,140520,EUR,Senior,Contract,france,Mid,netherlands,50,Master,9,Automotive,2024-08-26,2024-09-25,5.3,Cognitive Computing
AI03041,Deep Learning Engineer,223093,USD,Executive,Part Time,singapore,Small,singapore,0,Master,17,Transportation,2024-12-05,2024-12-23,9.8,TechCorp Inc
AI03042,AI Architect,235813,USD,Executive,Freelance,united states,Mid,denmark,0,Master,10,Energy,2024-10-14,2024-12-26,8.2,Digital Transformation LLC
AI03043,ML Ops Engineer,89176,USD,Mid,Freelance,sweden,Large,sweden,100,Associate,2,Education,2024-08-16,2024-09-30,8.1,Quantum Computing Inc
AI03044,Head of AI,87703,USD,Entry,Contract,norway,Small,norway,50,Bachelor,1,Automotive,2025-02-28,2025-05-09,6.1,Cognitive Computing
AI03045,ML Ops Engineer,39961,USD,Entry,Contract,israel,Mid,israel,0,Bachelor,1,Consulting,2024-09-08,2024-10-13,9.8,Autonomous Tech
AI03046,ML Ops Engineer,111038,USD,Executive,Part Time,ireland,Mid,ireland,0,Associate,11,Consulting,2025-04-10,2025-05-12,8.6,Quantum Computing Inc
AI03047,AI Software Engineer,97599,USD,Mid,Contract,denmark,Mid,denmark,100,Associate,2,Manufacturing,2024-08-23,2024-09-12,10.0,Cognitive Computing
AI03048,NLP Engineer,59008,USD,Mid,Contract,japan,Mid,japan,0,Bachelor,2,Education,2024-05-15,2024-07-23,7.0,Smart Analytics
AI03049,Autonomous Systems Engineer,38844,USD,Entry,Full Time,finland,Small,finland,100,Master,0,Finance,2025-02-05,2025-02-27,9.4,Advanced Robotics
AI03050,AI Architect,78740,USD,Mid,Contract,china,Large,china,50,PhD,2,Automotive,2024-09-30,2024-11-19,8.5,Quantum Computing Inc
AI03051,Data Engineer,81264,EUR,Entry,Contract,netherlands,Large,netherlands,100,Associate,0,Manufacturing,2024-08-19,2024-10-22,7.9,Predictive Systems
AI03052,NLP Engineer,51619,USD,Mid,Contract,india,Mid,india,50,Associate,2,Gaming,2024-09-08,2024-09-24,8.1,Cloud AI Solutions
AI03053,AI Research Scientist,70353,GBP,Mid,Full Time,united kingdom,Small,united kingdom,0,Master,3,Media,2024-03-04,2024-04-09,5.2,Machine Intelligence Group
AI03054,ML Ops Engineer,61525,USD,Mid,Part Time,japan,Large,japan,100,Associate,2,Finance,2024-07-05,2024-09-06,9.7,Smart Analytics
AI03055,AI Consultant,88833,USD,Senior,Part Time,south korea,Large,south korea,100,Associate,8,Finance,2024-10-13,2024-12-21,8.3,Cloud AI Solutions
AI03056,Machine Learning Engineer,54600,USD,Entry,Contract,singapore,Small,singapore,100,Associate,0,Gaming,2024-12-12,2025-01-23,8.6,TechCorp Inc
AI03057,AI Research Scientist,120656,USD,Mid,Freelance,norway,Large,norway,0,Master,2,Telecommunications,2024-11-28,2024-12-25,9.9,Digital Transformation LLC
AI03058,Computer Vision Engineer,143721,USD,Executive,Contract,south korea,Large,australia,50,PhD,17,Transportation,2025-04-29,2025-06-14,8.1,DeepTech Ventures
AI03059,NLP Engineer,222933,USD,Senior,Contract,denmark,Large,denmark,50,Master,9,Transportation,2024-04-03,2024-06-10,5.1,TechCorp Inc
AI03060,AI Software Engineer,185661,USD,Executive,Full Time,united states,Small,sweden,100,Associate,19,Transportation,2024-10-02,2024-11-24,7.4,Algorithmic Solutions
AI03061,AI Specialist,190888,USD,Senior,Contract,norway,Large,norway,0,Bachelor,8,Finance,2024-06-29,2024-08-08,7.6,Advanced Robotics
AI03062,Data Engineer,158957,USD,Executive,Part Time,ireland,Small,ireland,0,Associate,18,Energy,2024-02-18,2024-03-19,8.8,Cloud AI Solutions
AI03063,Research Scientist,71629,USD,Entry,Freelance,united states,Small,united states,100,Bachelor,0,Manufacturing,2024-01-04,2024-01-19,8.5,TechCorp Inc
AI03064,Machine Learning Engineer,74492,EUR,Entry,Full Time,france,Large,france,50,Associate,0,Healthcare,2024-05-23,2024-07-24,8.1,Future Systems
AI03065,Robotics Engineer,145400,USD,Senior,Freelance,denmark,Mid,denmark,100,Master,9,Finance,2024-07-14,2024-08-01,7.2,Quantum Computing Inc
AI03066,AI Consultant,58226,USD,Entry,Part Time,singapore,Mid,singapore,50,Master,1,Technology,2024-09-22,2024-11-09,8.6,Cloud AI Solutions
AI03067,Machine Learning Engineer,272964,EUR,Executive,Contract,france,Large,france,50,Bachelor,19,Retail,2025-03-03,2025-04-19,6.6,Predictive Systems
AI03068,AI Software Engineer,71943,USD,Mid,Part Time,finland,Mid,france,50,Master,3,Government,2024-01-10,2024-03-11,8.8,Smart Analytics
AI03069,AI Specialist,137762,USD,Mid,Full Time,denmark,Mid,denmark,50,PhD,3,Finance,2024-10-14,2024-11-25,8.2,Machine Intelligence Group
AI03070,Autonomous Systems Engineer,51200,EUR,Entry,Full Time,france,Small,france,50,PhD,0,Healthcare,2025-04-30,2025-05-28,7.0,DataVision Ltd
AI03071,Data Engineer,129438,EUR,Senior,Part Time,netherlands,Large,netherlands,100,Bachelor,8,Healthcare,2024-03-01,2024-03-28,6.6,Future Systems
AI03072,Machine Learning Researcher,56597,USD,Mid,Full Time,india,Small,india,0,PhD,3,Transportation,2024-12-04,2025-02-06,5.8,TechCorp Inc
AI03073,Autonomous Systems Engineer,101432,USD,Entry,Freelance,switzerland,Mid,switzerland,100,Master,0,Healthcare,2024-03-12,2024-05-01,8.6,TechCorp Inc
AI03074,Autonomous Systems Engineer,83152,GBP,Mid,Contract,united kingdom,Mid,united kingdom,100,Associate,4,Consulting,2025-01-11,2025-03-11,5.1,TechCorp Inc
AI03075,AI Software Engineer,111568,USD,Executive,Full Time,japan,Small,japan,0,PhD,19,Retail,2024-11-19,2025-01-20,6.3,Smart Analytics
AI03076,Deep Learning Engineer,54798,USD,Entry,Contract,south korea,Mid,south korea,100,Master,0,Transportation,2025-01-17,2025-03-12,9.5,Neural Networks Co
AI03077,AI Software Engineer,141994,USD,Executive,Contract,austria,Mid,austria,50,Associate,14,Manufacturing,2024-02-17,2024-03-04,5.8,Cognitive Computing
AI03078,ML Ops Engineer,149555,USD,Executive,Part Time,singapore,Mid,norway,0,Bachelor,11,Gaming,2024-10-02,2024-11-14,7.9,DataVision Ltd
AI03079,AI Research Scientist,49933,USD,Entry,Contract,india,Small,india,0,Master,0,Retail,2024-02-07,2024-03-17,9.8,DataVision Ltd
AI03080,AI Specialist,161396,USD,Mid,Full Time,switzerland,Large,singapore,0,Master,2,Finance,2024-09-18,2024-10-05,8.4,Autonomous Tech
AI03081,Computer Vision Engineer,70922,USD,Mid,Freelance,israel,Large,israel,50,Associate,2,Government,2024-09-07,2024-10-11,8.3,Digital Transformation LLC
AI03082,Autonomous Systems Engineer,64081,USD,Mid,Freelance,israel,Large,austria,50,Master,2,Finance,2025-01-04,2025-02-01,8.9,Smart Analytics
AI03083,AI Architect,161112,USD,Executive,Freelance,ireland,Mid,ireland,100,Associate,17,Healthcare,2024-04-24,2024-06-07,6.0,Digital Transformation LLC
AI03084,Machine Learning Engineer,47697,USD,Entry,Part Time,finland,Large,finland,100,Master,1,Retail,2024-12-18,2025-01-04,8.4,Predictive Systems
