job_id,skill
AI03950,Mathematics
AI03951,Scala
AI03951,Mathematics
AI03951,Tableau
AI03951,PyTorch
AI03951,Hadoop
AI03952,Git
AI03952,TensorFlow
AI03952,Computer Vision
AI03952,AWS
AI03952,Tableau
AI03953,Hadoop
AI03953,Mathematics
AI03953,MLOps
AI03953,Data Visualization
AI03954,Java
AI03954,Linux
AI03954,R
AI03954,SQL
AI03954,Tableau
AI03955,Scala
AI03955,GCP
AI03955,Tableau
AI03955,AWS
AI03956,TensorFlow
AI03956,PyTorch
AI03956,MLOps
AI03957,Python
AI03957,Linux
AI03957,Azure
AI03957,TensorFlow
AI03957,PyTorch
AI03958,SQL
AI03958,Spark
AI03958,PyTorch
AI03958,Docker
AI03958,Linux
AI03959,PyTorch
AI03959,Python
AI03959,Data Visualization
AI03960,Git
AI03960,SQL
AI03960,PyTorch
AI03960,Azure
AI03960,AWS
AI03961,Scala
AI03961,Python
AI03961,Git
AI03961,Linux
AI03962,NLP
AI03962,Tableau
AI03962,Scala
AI03963,TensorFlow
AI03963,Deep Learning
AI03963,Python
AI03964,Tableau
AI03964,R
AI03964,SQL
AI03964,Linux
AI03965,Hadoop
AI03965,Mathematics
AI03965,Docker
AI03965,Kubernetes
AI03966,Python
AI03966,AWS
AI03966,Hadoop
AI03966,Deep Learning
AI03967,Tableau
AI03967,Linux
AI03967,PyTorch
AI03968,Scala
AI03968,Computer Vision
AI03968,Data Visualization
AI03968,NLP
AI03968,Spark
AI03969,Data Visualization
AI03969,Spark
AI03969,Scala
AI03969,Linux
AI03969,Computer Vision
AI03970,R
AI03970,GCP
AI03970,Hadoop
AI03971,PyTorch
AI03971,Deep Learning
AI03971,Azure
AI03972,SQL
AI03972,Python
AI03972,Mathematics
AI03972,Data Visualization
AI03973,Data Visualization
AI03973,Mathematics
AI03973,Git
AI03973,Python
AI03974,Kubernetes
AI03974,Tableau
AI03974,Java
AI03975,Python
AI03975,Linux
AI03975,TensorFlow
AI03975,Computer Vision
AI03976,Docker
AI03976,TensorFlow
AI03976,Computer Vision
AI03977,Hadoop
AI03977,Mathematics
AI03977,R
AI03978,Python
AI03978,Tableau
AI03978,Docker
AI03979,Java
AI03979,MLOps
AI03979,R
AI03980,Python
AI03980,Deep Learning
AI03980,TensorFlow
AI03980,GCP
AI03981,Python
AI03981,Hadoop
AI03981,MLOps
AI03982,Java
AI03982,GCP
AI03982,Linux
AI03982,R
AI03983,SQL
AI03983,Java
AI03983,Azure
AI03983,Linux
AI03983,Scala
AI03984,AWS
AI03984,Spark
AI03984,SQL
AI03984,Mathematics
AI03985,Kubernetes
AI03985,SQL
AI03985,AWS
AI03985,Statistics
AI03985,Tableau
AI03986,Python
AI03986,Scala
AI03986,AWS
AI03986,Tableau
AI03986,SQL
AI03987,R
AI03987,Linux
AI03987,Data Visualization
AI03987,SQL
AI03988,GCP
AI03988,Tableau
AI03988,Git
AI03988,NLP
AI03989,AWS
AI03989,Hadoop
AI03989,MLOps
AI03989,Computer Vision
AI03990,Java
AI03990,Kubernetes
AI03990,Hadoop
AI03991,Python
AI03991,TensorFlow
AI03991,Deep Learning
AI03991,GCP
AI03991,PyTorch
AI03992,Docker
AI03992,Git
AI03992,Hadoop
AI03992,Data Visualization
AI03993,Python
AI03993,TensorFlow
AI03993,Statistics
AI03993,Kubernetes
AI03994,TensorFlow
AI03994,Deep Learning
AI03994,SQL
AI03994,Python
AI03994,Tableau
AI03995,Kubernetes
AI03995,Java
AI03995,Scala
AI03995,Tableau
AI03995,Docker
AI03996,Java
AI03996,AWS
AI03996,Kubernetes
AI03996,Python
AI03996,Git
AI03997,Scala
AI03997,Spark
AI03997,Linux
AI03997,Azure
AI03998,Hadoop
AI03998,Computer Vision
AI03998,Kubernetes
AI03998,Java
AI03998,TensorFlow
AI03999,Git
AI03999,Hadoop
AI03999,R
AI04000,Azure
AI04000,Git
AI04000,AWS
AI04001,Git
AI04001,NLP
AI04001,SQL
AI04001,Scala
AI04002,Statistics
AI04002,GCP
AI04002,Python
AI04003,Azure
AI04003,Computer Vision
AI04003,NLP
AI04004,R
AI04004,MLOps
AI04004,PyTorch
AI04005,Linux
AI04005,Computer Vision
AI04005,Azure
AI04005,Mathematics
AI04006,Python
AI04006,MLOps
AI04006,Data Visualization
AI04006,Azure
AI04007,AWS
AI04007,Spark
AI04007,MLOps
AI04007,R
AI04008,Python
AI04008,Kubernetes
AI04008,AWS
AI04008,TensorFlow
AI04008,Linux
AI04009,SQL
AI04009,MLOps
AI04009,Data Visualization
AI04009,Docker
AI04009,Spark
AI04010,TensorFlow
AI04010,Computer Vision
AI04010,MLOps
AI04011,Git
AI04011,Deep Learning
AI04011,Hadoop
AI04012,Computer Vision
AI04012,Scala
AI04012,Statistics
AI04012,Deep Learning
AI04012,Linux
AI04013,GCP
AI04013,Git
AI04013,Deep Learning
AI04013,Data Visualization
AI04014,Python
AI04014,TensorFlow
AI04014,MLOps
AI04014,Hadoop
AI04014,Statistics
AI04015,NLP
AI04015,PyTorch
AI04015,Java
AI04016,Spark
AI04016,Git
AI04016,PyTorch
AI04016,Python
AI04016,Scala
AI04017,AWS
AI04017,Python
AI04017,Deep Learning
AI04017,MLOps
AI04018,Statistics
AI04018,Docker
AI04018,Data Visualization
AI04018,R
AI04018,Hadoop
AI04019,PyTorch
AI04019,Scala
AI04019,Git
AI04019,TensorFlow
AI04019,Linux
AI04020,NLP
AI04020,Hadoop
AI04020,GCP
AI04020,Scala
AI04020,Mathematics
AI04021,SQL
AI04021,Linux
AI04021,GCP
AI04021,Statistics
AI04022,Python
AI04022,Statistics
AI04022,Scala
AI04022,TensorFlow
AI04023,NLP
AI04023,Data Visualization
AI04023,Python
AI04023,Linux
AI04024,AWS
AI04024,PyTorch
AI04024,Java
AI04024,Kubernetes
AI04024,Hadoop
AI04025,NLP
AI04025,Git
AI04025,Python
AI04026,Computer Vision
AI04026,SQL
AI04026,Mathematics
AI04027,Spark
AI04027,Java
AI04027,Git
AI04028,Git
AI04028,R
AI04028,Computer Vision
AI04029,Java
AI04029,Scala
AI04029,Docker
AI04029,PyTorch
AI04030,Tableau
AI04030,MLOps
AI04030,Python
AI04031,Java
AI04031,Mathematics
AI04031,SQL
AI04032,Git
AI04032,Mathematics
AI04032,Data Visualization
AI04033,Python
AI04033,Deep Learning
AI04033,Statistics
AI04033,Spark
AI04033,GCP
AI04034,Computer Vision
AI04034,Kubernetes
AI04034,Data Visualization
AI04034,TensorFlow
AI04034,Statistics
AI04035,Data Visualization
AI04035,R
AI04035,Deep Learning
AI04035,Scala
AI04036,Java
AI04036,R
AI04036,Deep Learning
AI04036,TensorFlow
AI04037,Spark
AI04037,SQL
AI04037,Linux
AI04038,Python
AI04038,NLP
AI04038,Azure
AI04039,GCP
AI04039,SQL
AI04039,PyTorch
AI04040,Spark
AI04040,Python
AI04040,SQL
AI04041,MLOps
AI04041,Linux
AI04041,Docker
AI04041,AWS
AI04041,Spark
AI04042,Git
AI04042,Docker
AI04042,Deep Learning
AI04042,R
AI04043,Computer Vision
AI04043,Tableau
AI04043,Statistics
AI04044,Kubernetes
AI04044,SQL
AI04044,Statistics
AI04044,AWS
AI04045,PyTorch
AI04045,Mathematics
AI04045,TensorFlow
AI04045,AWS
AI04045,NLP
AI04046,PyTorch
AI04046,NLP
AI04046,GCP
AI04046,Deep Learning
AI04046,Java
AI04047,Mathematics
AI04047,Scala
AI04047,MLOps
AI04048,SQL
AI04048,MLOps
AI04048,Linux
AI04048,Mathematics
AI04048,Statistics
AI04049,Spark
AI04049,Azure
AI04049,Computer Vision
AI04049,Python
AI04050,Python
AI04050,Data Visualization
AI04050,Scala
AI04050,TensorFlow
AI04051,Linux
AI04051,TensorFlow
AI04051,Mathematics
AI04051,Computer Vision
AI04052,Mathematics
AI04052,Python
AI04052,Java
AI04052,R
AI04053,Git
AI04053,Tableau
AI04053,Linux
AI04054,Tableau
AI04054,Statistics
AI04054,Scala
AI04054,MLOps
AI04054,NLP
AI04055,Tableau
AI04055,SQL
AI04055,PyTorch
AI04055,Computer Vision
AI04055,Hadoop
AI04056,AWS
AI04056,R
AI04056,Tableau
AI04057,Spark
AI04057,NLP
AI04057,AWS
AI04058,Mathematics
AI04058,Azure
AI04058,Data Visualization
AI04059,Deep Learning
AI04059,Git
AI04059,Linux
AI04059,Scala
AI04060,SQL
AI04060,Java
AI04060,Azure
AI04060,Linux
AI04060,GCP
AI04061,Git
AI04061,PyTorch
AI04061,Tableau
AI04061,Computer Vision
AI04062,Python
AI04062,Mathematics
AI04062,Computer Vision
AI04063,Git
AI04063,Computer Vision
AI04063,Kubernetes
AI04063,Python
AI04064,AWS
AI04064,GCP
AI04064,PyTorch
AI04065,Docker
AI04065,Git
AI04065,AWS
AI04065,Mathematics
AI04066,Scala
AI04066,Python
AI04066,NLP
AI04066,Deep Learning
AI04066,Hadoop
AI04067,Java
AI04067,SQL
AI04067,Kubernetes
AI04068,Hadoop
AI04068,Deep Learning
AI04068,Mathematics
AI04068,AWS
AI04069,SQL
AI04069,Scala
AI04069,Python
AI04070,Python
AI04070,TensorFlow
AI04070,Azure
AI04070,Git
AI04070,Scala
AI04071,Python
AI04071,Statistics
AI04071,TensorFlow
AI04071,Hadoop
AI04071,Azure
AI04072,Computer Vision
AI04072,TensorFlow
AI04072,Data Visualization
AI04072,Scala
AI04073,PyTorch
AI04073,Kubernetes
AI04073,Computer Vision
AI04074,Deep Learning
AI04074,Spark
AI04074,TensorFlow
AI04074,Statistics
AI04075,Python
AI04075,TensorFlow
AI04075,Mathematics
AI04075,AWS
AI04075,PyTorch
AI04076,Deep Learning
AI04076,Git
AI04076,Linux
AI04076,SQL
AI04077,Spark
AI04077,Java
AI04077,Python
AI04077,MLOps
AI04078,Java
AI04078,Deep Learning
AI04078,Python
AI04078,Git
AI04079,Tableau
AI04079,R
AI04079,PyTorch
AI04080,Java
AI04080,SQL
AI04080,Scala
AI04080,Computer Vision
AI04081,PyTorch
AI04081,TensorFlow
AI04081,Tableau
AI04081,Deep Learning
AI04081,SQL
AI04082,Tableau
AI04082,Java
AI04082,Linux
AI04082,Computer Vision
AI04083,AWS
AI04083,Kubernetes
AI04083,Hadoop
AI04083,Data Visualization
AI04084,SQL
AI04084,PyTorch
AI04084,NLP
AI04084,Computer Vision
AI04084,Data Visualization
AI04085,Mathematics
AI04085,Python
AI04085,NLP
AI04086,Tableau
AI04086,Kubernetes
AI04086,Deep Learning
AI04086,Computer Vision
AI04087,Deep Learning
AI04087,R
AI04087,PyTorch
AI04087,Scala
AI04088,Spark
AI04088,Hadoop
AI04088,Deep Learning
AI04088,Java
AI04088,R
AI04089,Spark
AI04089,Git
AI04089,Computer Vision
AI04090,Scala
AI04090,Linux
AI04090,SQL
AI04090,NLP
AI04091,Docker
AI04091,Python
AI04091,Data Visualization
AI04091,Mathematics
AI04092,Data Visualization
AI04092,TensorFlow
AI04092,PyTorch
AI04092,GCP
AI04092,AWS
AI04093,Hadoop
AI04093,GCP
AI04093,NLP
AI04093,Scala
AI04094,Linux
AI04094,Computer Vision
AI04094,AWS
AI04094,PyTorch
AI04095,Deep Learning
AI04095,Statistics
AI04095,TensorFlow
AI04095,Python
AI04095,Azure
AI04096,Java
AI04096,Python
AI04096,TensorFlow
AI04097,Tableau
AI04097,Mathematics
AI04097,Linux
AI04097,TensorFlow
AI04098,Deep Learning
AI04098,PyTorch
AI04098,Mathematics
AI04098,Docker
AI04098,TensorFlow
AI04099,Python
AI04099,Kubernetes
AI04099,NLP
AI04099,Scala
AI04100,R
AI04100,PyTorch
AI04100,Docker
AI04100,Deep Learning
AI04100,GCP
AI04101,Docker
AI04101,Python
AI04101,TensorFlow
AI04102,PyTorch
AI04102,Git
AI04102,R
AI04102,Spark
AI04102,TensorFlow
AI04103,AWS
AI04103,NLP
AI04103,Scala
AI04103,PyTorch
AI04104,NLP
AI04104,AWS
AI04104,Scala
AI04105,Git
AI04105,Hadoop
AI04105,Python
AI04105,MLOps
AI04105,Docker
AI04106,Kubernetes
AI04106,SQL
AI04106,NLP
AI04106,Git
AI04106,Deep Learning
AI04107,NLP
AI04107,Hadoop
AI04107,Azure
AI04108,Java
AI04108,Azure
AI04108,Python
AI04109,Hadoop
AI04109,Deep Learning
AI04109,Linux
AI04109,Statistics
AI04109,Java
AI04110,Python
AI04110,Linux
AI04110,Tableau
AI04110,MLOps
AI04111,Deep Learning
AI04111,SQL
AI04111,R
AI04111,Statistics
AI04111,GCP
AI04112,Linux
AI04112,GCP
AI04112,Scala
AI04112,MLOps
AI04112,Git
AI04113,SQL
AI04113,Docker
AI04113,Kubernetes
AI04113,Scala
AI04113,PyTorch
AI04114,Python
AI04114,TensorFlow
AI04114,Java
AI04114,Data Visualization
AI04115,Tableau
AI04115,PyTorch
AI04115,Hadoop
AI04115,TensorFlow
AI04115,Kubernetes
AI04116,Mathematics
AI04116,Spark
AI04116,R
AI04117,GCP
AI04117,Kubernetes
AI04117,R
AI04117,Python
AI04117,MLOps
AI04118,TensorFlow
AI04118,Mathematics
AI04118,SQL
AI04118,Deep Learning
AI04119,AWS
AI04119,SQL
AI04119,Deep Learning
AI04119,MLOps
AI04119,Git
AI04120,Hadoop
AI04120,Kubernetes
AI04120,AWS
AI04120,Java
AI04121,Computer Vision
AI04121,Hadoop
AI04121,Kubernetes
AI04121,Azure
AI04121,Linux
AI04122,Data Visualization
AI04122,Java
AI04122,Python
AI04122,Computer Vision
AI04122,Docker
AI04123,MLOps
AI04123,GCP
AI04123,R
AI04123,Java
AI04123,Deep Learning
AI04124,SQL
AI04124,AWS
AI04124,Data Visualization
AI04124,Scala
AI04125,Python
AI04125,Git
AI04125,Data Visualization
AI04125,Tableau
AI04125,SQL
AI04126,Git
AI04126,SQL
AI04126,Docker
AI04126,GCP
AI04126,AWS
AI04127,Deep Learning
AI04127,PyTorch
AI04127,SQL
AI04127,Tableau
AI04127,GCP
AI04128,Kubernetes
AI04128,Computer Vision
AI04128,TensorFlow
AI04128,Docker
AI04128,Azure
AI04129,Python
AI04129,R
AI04129,Tableau
AI04130,TensorFlow
AI04130,Docker
AI04130,Python
AI04131,Java
AI04131,Scala
AI04131,MLOps
AI04131,Computer Vision
AI04132,Python
AI04132,Deep Learning
AI04132,Tableau
AI04132,MLOps
AI04133,GCP
AI04133,Scala
AI04133,Java
AI04133,Data Visualization
AI04133,Python
AI04134,Tableau
AI04134,Linux
AI04134,Docker
AI04134,Git
AI04135,Python
AI04135,Kubernetes
AI04135,Git
AI04135,Java
AI04135,TensorFlow
AI04136,Java
AI04136,SQL
AI04136,Data Visualization
AI04136,Kubernetes
AI04137,R
AI04137,MLOps
AI04137,TensorFlow
AI04138,R
AI04138,PyTorch
AI04138,NLP
AI04138,AWS
AI04139,NLP
AI04139,R
AI04139,Git
AI04140,Computer Vision
AI04140,Statistics
AI04140,Tableau
AI04140,Scala
AI04141,Python
AI04141,TensorFlow
AI04141,Computer Vision
AI04141,PyTorch
AI04142,R
AI04142,Computer Vision
AI04142,Spark
AI04142,Python
AI04143,Deep Learning
AI04143,Computer Vision
AI04143,Spark
AI04143,Azure
AI04144,Azure
AI04144,Git
AI04144,Scala
AI04144,Mathematics
AI04145,TensorFlow
AI04145,R
AI04145,Mathematics
AI04145,Scala
AI04145,Computer Vision
AI04146,Kubernetes
AI04146,Azure
AI04146,Git
AI04147,Kubernetes
AI04147,Python
AI04147,Tableau
AI04147,MLOps
AI04148,R
AI04148,Git
AI04148,Linux
AI04148,Scala
AI04149,R
AI04149,SQL
AI04149,AWS
AI04149,Spark
AI04150,Python
AI04150,AWS
AI04150,NLP
AI04150,Computer Vision
AI04151,PyTorch
AI04151,Java
AI04151,Statistics
AI04151,AWS
AI04152,Python
AI04152,Spark
AI04152,Tableau
AI04152,Mathematics
AI04153,MLOps
AI04153,PyTorch
AI04153,TensorFlow
AI04153,Deep Learning
AI04154,PyTorch
AI04154,Python
AI04154,Computer Vision
AI04154,GCP
AI04155,Tableau
AI04155,Azure
AI04155,Linux
AI04155,AWS
AI04155,Kubernetes
AI04156,Statistics
AI04156,NLP
AI04156,Scala
AI04156,Data Visualization
AI04157,Mathematics
AI04157,Git
AI04157,NLP
AI04158,Python
AI04158,TensorFlow
AI04158,GCP
AI04158,Java
AI04159,Tableau
AI04159,Computer Vision
AI04159,Azure
AI04159,Deep Learning
AI04159,SQL
AI04160,Git
AI04160,Python
AI04160,NLP
AI04161,NLP
AI04161,SQL
AI04161,Scala
AI04161,Computer Vision
AI04162,Hadoop
AI04162,Tableau
AI04162,Python
AI04162,Data Visualization
AI04162,Azure
AI04163,PyTorch
AI04163,AWS
AI04163,Tableau
AI04163,Hadoop
AI04163,Statistics
AI04164,TensorFlow
AI04164,PyTorch
AI04164,Scala
AI04164,Tableau
AI04164,SQL
AI04165,SQL
AI04165,Deep Learning
AI04165,Docker
AI04166,Tableau
AI04166,Python
AI04166,NLP
AI04167,Python
AI04167,Docker
AI04167,GCP
AI04168,PyTorch
AI04168,Linux
AI04168,Kubernetes
AI04168,Spark
AI04168,Data Visualization
AI04169,GCP
AI04169,AWS
AI04169,Computer Vision
AI04170,TensorFlow
AI04170,Computer Vision
AI04170,Kubernetes
AI04170,Mathematics
AI04171,Azure
AI04171,Git
AI04171,Kubernetes
AI04171,PyTorch
AI04172,Python
AI04172,Linux
AI04172,Scala
AI04173,TensorFlow
AI04173,Data Visualization
AI04173,Python
AI04173,NLP
AI04173,GCP
AI04174,Deep Learning
AI04174,Computer Vision
AI04174,Java
AI04174,Python
AI04175,Python
AI04175,GCP
AI04175,MLOps
AI04175,Docker
AI04175,Scala
AI04176,Python
AI04176,Kubernetes
AI04176,TensorFlow
AI04176,Java
AI04177,MLOps
AI04177,Hadoop
AI04177,Linux
AI04177,Deep Learning
AI04177,Computer Vision
AI04178,Python
AI04178,Kubernetes
AI04178,TensorFlow
AI04178,Computer Vision
AI04178,GCP
AI04179,Azure
AI04179,Linux
AI04179,Kubernetes
AI04180,Scala
AI04180,R
AI04180,GCP
AI04180,SQL
AI04180,NLP
AI04181,Scala
AI04181,Python
AI04181,MLOps
AI04181,GCP
AI04181,Docker
AI04182,Scala
AI04182,Linux
AI04182,Computer Vision
AI04182,Java
AI04182,NLP
AI04183,Linux
AI04183,Computer Vision
AI04183,Docker
AI04184,PyTorch
AI04184,Computer Vision
AI04184,Tableau
AI04184,NLP
AI04184,Docker
AI04185,Scala
AI04185,SQL
AI04185,Deep Learning
AI04185,Computer Vision
AI04186,Linux
AI04186,PyTorch
AI04186,Hadoop
AI04187,GCP
AI04187,Python
AI04187,NLP
AI04188,Data Visualization
AI04188,Docker
AI04188,SQL
AI04189,Git
AI04189,TensorFlow
AI04189,Kubernetes
AI04189,GCP
AI04190,Python
AI04190,Kubernetes
AI04190,Docker
AI04190,Deep Learning
AI04190,Spark
AI04191,Hadoop
AI04191,Deep Learning
AI04191,Python
AI04192,Deep Learning
AI04192,Data Visualization
AI04192,PyTorch
AI04193,Git
AI04193,Java
AI04193,Computer Vision
AI04193,Linux
AI04194,Linux
AI04194,TensorFlow
AI04194,Data Visualization
AI04194,Python
AI04195,Git
AI04195,AWS
AI04195,Scala
AI04196,Statistics
AI04196,R
AI04196,PyTorch
AI04196,Spark
AI04196,Tableau
AI04197,TensorFlow
AI04197,MLOps
AI04197,Git
AI04197,SQL
AI04198,Java
AI04198,Deep Learning
AI04198,Linux
AI04198,Git
AI04199,Scala
AI04199,Hadoop
AI04199,Python
AI04199,TensorFlow
AI04199,AWS
AI04200,Azure
AI04200,R
AI04200,Docker
AI04201,Docker
AI04201,Python
AI04201,Kubernetes
AI04201,MLOps
AI04201,TensorFlow
AI04202,TensorFlow
AI04202,NLP
AI04202,Python
AI04203,Mathematics
AI04203,Statistics
AI04203,Data Visualization
AI04204,NLP
AI04204,Linux
AI04204,R
AI04204,Git
AI04205,Python
AI04205,GCP
AI04205,TensorFlow
AI04205,PyTorch
AI04205,Hadoop
AI04206,Linux
AI04206,PyTorch
AI04206,NLP
AI04207,Java
AI04207,Tableau
AI04207,Linux
AI04207,Kubernetes
AI04207,Statistics
AI04208,Python
AI04208,Java
AI04208,R
AI04209,Tableau
AI04209,TensorFlow
AI04209,Linux
AI04210,Python
AI04210,Tableau
AI04210,Kubernetes
AI04210,R
AI04211,SQL
AI04211,Java
AI04211,Azure
AI04211,MLOps
AI04212,Spark
AI04212,Python
AI04212,Scala
AI04212,Statistics
AI04212,SQL
AI04213,Git
AI04213,Scala
AI04213,TensorFlow
AI04214,Docker
AI04214,Python
AI04214,NLP
AI04214,Git
AI04214,Spark
AI04215,Git
AI04215,Kubernetes
AI04215,Azure
AI04215,Python
AI04216,MLOps
AI04216,Git
AI04216,Data Visualization
AI04216,GCP
AI04216,Docker
AI04217,Linux
AI04217,Python
AI04217,TensorFlow
AI04217,Kubernetes
AI04217,Spark
AI04218,Computer Vision
AI04218,Hadoop
AI04218,Data Visualization
AI04218,Python
AI04218,TensorFlow
AI04219,Kubernetes
AI04219,Python
AI04219,TensorFlow
AI04219,Java
AI04220,Data Visualization
AI04220,Java
AI04220,GCP
AI04221,Kubernetes
AI04221,R
AI04221,Azure
AI04221,Deep Learning
AI04221,Tableau
AI04222,Hadoop
AI04222,Python
AI04222,Scala
AI04222,Docker
AI04223,SQL
AI04223,Azure
AI04223,NLP
AI04223,Scala
AI04223,AWS
AI04224,Kubernetes
AI04224,SQL
AI04224,Statistics
AI04224,Computer Vision
AI04224,Scala
AI04225,Python
AI04225,SQL
AI04225,Tableau
AI04225,Hadoop
AI04226,Java
AI04226,Spark
AI04226,Hadoop
AI04226,GCP
AI04227,GCP
AI04227,Hadoop
AI04227,Tableau
AI04227,Azure
AI04228,Computer Vision
AI04228,Linux
AI04228,Docker
AI04228,SQL
AI04229,Scala
AI04229,Mathematics
AI04229,NLP
AI04230,Computer Vision
AI04230,SQL
AI04230,Scala
AI04230,Deep Learning
AI04231,Scala
AI04231,Java
AI04231,Computer Vision
AI04231,Statistics
AI04231,PyTorch
AI04232,Linux
AI04232,Python
AI04232,Tableau
AI04232,TensorFlow
AI04232,Scala
AI04233,AWS
AI04233,PyTorch
AI04233,Mathematics
AI04233,Azure
AI04233,Statistics
AI04234,TensorFlow
AI04234,SQL
AI04234,Statistics
AI04234,Python
AI04234,AWS
AI04235,Hadoop
AI04235,SQL
AI04235,Git
AI04236,Data Visualization
AI04236,Hadoop
AI04236,Kubernetes
AI04236,Python
AI04236,TensorFlow
AI04237,Hadoop
AI04237,Git
AI04237,Mathematics
AI04237,AWS
AI04238,SQL
AI04238,Spark
AI04238,Deep Learning
AI04238,NLP
AI04239,SQL
AI04239,Linux
AI04239,Statistics
AI04239,Java
AI04240,Python
AI04240,PyTorch
AI04240,Java
AI04241,Scala
AI04241,Computer Vision
AI04241,Git
AI04241,R
AI04242,Kubernetes
AI04242,Linux
AI04242,PyTorch
AI04243,Data Visualization
AI04243,Python
AI04243,GCP
AI04243,Scala
AI04244,SQL
AI04244,Kubernetes
AI04244,Python
AI04244,Spark
AI04245,TensorFlow
AI04245,Python
AI04245,Tableau
AI04246,Java
AI04246,AWS
AI04246,Hadoop
AI04246,Azure
AI04247,Python
AI04247,Docker
AI04247,Statistics
AI04247,Data Visualization
AI04248,PyTorch
AI04248,MLOps
AI04248,SQL
AI04248,Data Visualization
AI04248,TensorFlow
AI04249,Linux
AI04249,Deep Learning
AI04249,TensorFlow
AI04250,PyTorch
AI04250,GCP
AI04250,Hadoop
AI04250,Spark
AI04250,Statistics
AI04251,Linux
AI04251,Python
AI04251,Kubernetes
AI04252,Python
AI04252,Data Visualization
AI04252,TensorFlow
AI04252,Java
AI04252,Statistics
AI04253,Linux
AI04253,Hadoop
AI04253,Git
AI04254,Hadoop
AI04254,Python
AI04254,Kubernetes
AI04254,GCP
AI04255,Deep Learning
AI04255,SQL
AI04255,Data Visualization
AI04256,AWS
AI04256,PyTorch
AI04256,TensorFlow
AI04256,Deep Learning
AI04256,Kubernetes
AI04257,MLOps
AI04257,Linux
AI04257,SQL
AI04257,TensorFlow
AI04257,Computer Vision
AI04258,AWS
AI04258,Mathematics
AI04258,Data Visualization
AI04259,Scala
AI04259,NLP
AI04259,SQL
AI04260,Linux
AI04260,Hadoop
AI04260,MLOps
AI04260,PyTorch
AI04260,Java
AI04261,Python
AI04261,Scala
AI04261,Git
AI04262,Computer Vision
AI04262,TensorFlow
AI04262,Git
AI04262,Docker
AI04262,NLP
AI04263,PyTorch
AI04263,NLP
AI04263,Tableau
AI04263,Hadoop
AI04264,Python
AI04264,Spark
AI04264,Linux
AI04264,NLP
AI04265,MLOps
AI04265,PyTorch
AI04265,Azure
AI04265,Hadoop
AI04266,Java
AI04266,Docker
AI04266,Azure
AI04266,R
AI04267,Kubernetes
AI04267,Statistics
AI04267,Python
AI04267,GCP
AI04267,Spark
AI04268,R
AI04268,NLP
AI04268,SQL
AI04269,Java
AI04269,Hadoop
AI04269,Scala
AI04270,Linux
AI04270,Data Visualization
AI04270,NLP
AI04270,GCP
AI04270,Docker
AI04271,GCP
AI04271,Git
AI04271,R
AI04272,AWS
AI04272,Python
AI04272,Tableau
AI04272,Data Visualization
AI04272,Mathematics
AI04273,Scala
AI04273,Linux
AI04273,MLOps
AI04274,PyTorch
AI04274,TensorFlow
AI04274,Kubernetes
AI04274,Computer Vision
AI04275,Python
AI04275,NLP
AI04275,R
AI04276,Java
AI04276,Python
AI04276,Spark
AI04276,Azure
AI04276,Computer Vision
AI04277,MLOps
AI04277,GCP
AI04277,Linux
AI04277,Python
AI04277,Docker
AI04278,SQL
AI04278,Scala
AI04278,Git
AI04278,Azure
AI04278,Spark
AI04279,Java
AI04279,Kubernetes
AI04279,Data Visualization
AI04279,GCP
AI04280,Spark
AI04280,Java
AI04280,Tableau
AI04280,Deep Learning
AI04280,R
AI04281,PyTorch
AI04281,Deep Learning
AI04281,R
AI04281,Computer Vision
AI04281,GCP
AI04282,MLOps
AI04282,PyTorch
AI04282,Hadoop
AI04282,Mathematics
AI04283,Kubernetes
AI04283,Scala
AI04283,Data Visualization
AI04283,Hadoop
AI04283,Mathematics
AI04284,Statistics
AI04284,Tableau
AI04284,AWS
AI04285,Tableau
AI04285,Git
AI04285,Python
AI04286,Azure
AI04286,Git
AI04286,Kubernetes
AI04286,MLOps
AI04286,SQL
AI04287,NLP
AI04287,Git
AI04287,Docker
AI04287,SQL
AI04288,Hadoop
AI04288,PyTorch
AI04288,NLP
AI04288,Computer Vision
AI04289,Python
AI04289,Tableau
AI04289,GCP
AI04290,Spark
AI04290,Java
AI04290,Python
AI04290,TensorFlow
AI04290,Statistics
AI04291,SQL
AI04291,Computer Vision
AI04291,MLOps
AI04291,PyTorch
AI04291,Data Visualization
AI04292,Data Visualization
AI04292,Deep Learning
AI04292,SQL
AI04293,PyTorch
AI04293,Python
AI04293,Hadoop
AI04293,Java
AI04294,Kubernetes
AI04294,Computer Vision
AI04294,Azure
AI04294,GCP
AI04294,Python
AI04295,Git
AI04295,Kubernetes
AI04295,MLOps
AI04296,Deep Learning
AI04296,PyTorch
AI04296,Kubernetes
AI04296,Azure
AI04296,Mathematics
AI04297,Python
AI04297,Computer Vision
AI04297,PyTorch
AI04297,GCP
AI04297,Mathematics
AI04298,TensorFlow
AI04298,Python
AI04298,Statistics
AI04298,Deep Learning
AI04298,R
AI04299,PyTorch
AI04299,Linux
AI04299,Computer Vision
AI04299,GCP
AI04299,Data Visualization
AI04300,Java
AI04300,R
AI04300,Tableau
AI04300,Kubernetes
AI04300,Spark
AI04301,Java
AI04301,PyTorch
AI04301,NLP
AI04302,TensorFlow
AI04302,Python
AI04302,PyTorch
AI04302,Azure
AI04302,AWS
AI04303,Tableau
AI04303,SQL
AI04303,Linux
AI04304,MLOps
